year,subject,question_type,question_number,question,options,answer,analysis,images
2014,计算机网络,真题,40,使用浏览器访问某大学 Web 网站主页时，不可能使用到的协议是（ ）。 HTTP,,D,HTTPA.PPPB.ARPC.UDPD.SMTP查看答案与解析收藏正确答案：D当接入网络时可能会用到PPP 协议，A 可能用到；当计算机不知道某主机的 MAC 地址时用 IP 地址查询相应的 MAC 地址时会用到ARP 协议，B 可能用到；当访问 Web 网站时，若 DNS 缓冲没有存储相应域名的 IP 地址，用域名査询相应的 IP 地址时要使用DNS 协议，而 DNS 是基于 UDP 协议的，所以 C 可能用到；SMTP只有使用邮件客户端发送邮件，或是邮件服务器向别的邮件服务器发送邮件时才会用到，单纯的访问 Web 网页不可能用到，选 D。,
2014,数据结构,真题,41,"二叉树的带权路径长度（WPL）是二叉树中所有叶结点的带权路径长度之和。给定一棵二叉树 T，采用二叉链表存储，结点结构为： 其中叶结点的 weight 域保存该结点的非负权值。设 root 为指向 T 的根结点的指针，请设计求 T 的 WPL 的算法，要求： (1) 给出算法的基本设计思想； (2) 使用 C 或 C++ 语言，给出二叉树结点的数据类型定义； (3) 根据设计思想，采用 C 或 C++ 语言描述算法，关键之处给出注释。 二叉树遍历带权路径长度 算法的基本设计思想：①基于先序递归遍历的算法思想是用一个 static 变量记录 wpl，把每个结点的深度作为递归函数的一个参数传递，算法步骤如下：若该结点是叶子结点，则变量 wpl 加上该结点的深度与权值之积；若该结点非叶子结点，则若左子树不为空，对左子树调用递归算法，若右子树不为空，对右子树调用递归算法，深度参数均为本结点的深度参数加 1；最后返回计算出的 wpl 即可。②基于层次遍历的算法思想是使用队列进行层次遍历，并记录当前的层数，当遍历到叶子结点时，累计 wpl;当遍历到非叶子结点时，把该结点的子树加入队列；当某结点为该层的最后一个结点时，层数自增 1；队列空时遍历结束，返回 wpl。二叉树结点的数据类型定义如下：typedefstructBiTNode(intweight;structBiTNode*lchild,*rchild;}BiTNode,*BiTree;算法代码如下：int_wpl(Node*root,intdepth){if(!root){return0;}intsum=0;if(root->lchild==NULL&&root->rchild==NULL){sum+=(depth*root->weight);}sum+=_wpl(root->left,depth+1);sum+=_wpl(root->right,depth+1);returnsum;}intwpl(Node*root){return_wpl(root,0);}【评分说明】①若考生给出能够满足题目要求的其他算法且正确，可同样给分。②考生答案无论使用 C 或者 C++ 语言，只要答案正确同样给分。③若对算法的基本设计思想和主要数据结构描述不十分准确，但在算法实现中能够清晰反映出算法思想且正确，参照①的标准给分。④若考生给出的二叉树结点的数据类型定义和算法实现中，使用的是除整型之外的其他数值，可视同使用整型类型。⑤若考生给出的答案中算法主要设计思想或算法中部分正确，可酌情给分。 ①基于先序递归遍历的算法思想是用一个 static 变量记录 wpl，把每个结点的深度作为递归函数的一个参数传递，算法步骤如下： 若该结点是叶子结点，则变量 wpl 加上该结点的深度与权值之积； 若该结点非叶子结点，则若左子树不为空，对左子树调用递归算法，若右子树不为空，对右子树调用递归算法，深度参数均为本结点的深度参数加 1； 最后返回计算出的 wpl 即可。 ②基于层次遍历的算法思想是使用队列进行层次遍历，并记录当前的层数， 当遍历到叶子结点时，累计 wpl; 当遍历到非叶子结点时，把该结点的子树加入队列； 当某结点为该层的最后一个结点时，层数自增 1； 队列空时遍历结束，返回 wpl。 typedefstructBiTNode(intweight;structBiTNode*lchild,*rchild;}BiTNode,*BiTree; int_wpl(Node*root,intdepth){if(!root){return0;}intsum=0;if(root->lchild==NULL&&root->rchild==NULL){sum+=(depth*root->weight);}sum+=_wpl(root->left,depth+1);sum+=_wpl(root->right,depth+1);returnsum;}intwpl(Node*root){return_wpl(root,0);} 【评分说明】 ①若考生给出能够满足题目要求的其他算法且正确，可同样给分。 ②考生答案无论使用 C 或者 C++ 语言，只要答案正确同样给分。 ③若对算法的基本设计思想和主要数据结构描述不十分准确，但在算法实现中能够清晰反映出算法思想且正确，参照①的标准给分。 ④若考生给出的二叉树结点的数据类型定义和算法实现中，使用的是除整型之外的其他数值，可视同使用整型类型。 ⑤若考生给出的答案中算法主要设计思想或算法中部分正确，可酌情给分。",,,,
2014,数据结构,真题,42,某网络中的路由器运行 OSPF 路由协议，题 42 表是路由器 R1 维护的主要链路状态信息（LSI），题 42 图是根据题 42 表的接口名构造出来的网络拓扑。 R1 的 LSIR2 的 LSIR3 的 LSIR4 的 LSI备注10.1.1.110.1.1.210.1.1.510.1.1.6标识路由器的 IP 地址Router IDLink1IDIPMetric10.1.1.210.1.1.1310.1.1.110.1.1.2310.1.1.610.1.1.5610.1.1.510.1.1.66所连路由器的 Router IDLink1 的本地 IP 地址Link1 费用Link2IDIPMetric10.1.1.510.1.1.9210.1.1.610.1.1.13410.1.1.110.1.1.10210.1.1.210.1.1.144所连路由器的 Router IDLink2 的本地 IP 地址Link2 费用Net1PrefixMetric192.168.1.0/241192.168.6.0/241192.168.5.0/241192.168.7.0/241直达网络 Net1 的网络前缀到达网络 Net1 的费用R1 所维护的 LSIR110.1.1.110.1.1.210.1.1.910.1.1.1010.1.1.53610.1.1.610.1.1.1310.1.1.1424192.1.6.0/24192.1.1.0/24192.1.7.0/24192.1.5.0/241111R1 构造的网络拓扑R2R3R4L1E0L0 R1 的 LSIR2 的 LSIR3 的 LSIR4 的 LSI备注10.1.1.110.1.1.210.1.1.510.1.1.6标识路由器的 IP 地址Router IDLink1IDIPMetric10.1.1.210.1.1.1310.1.1.110.1.1.2310.1.1.610.1.1.5610.1.1.510.1.1.66所连路由器的 Router IDLink1 的本地 IP 地址Link1 费用Link2IDIPMetric10.1.1.510.1.1.9210.1.1.610.1.1.13410.1.1.110.1.1.10210.1.1.210.1.1.144所连路由器的 Router IDLink2 的本地 IP 地址Link2 费用Net1PrefixMetric192.168.1.0/241192.168.6.0/241192.168.5.0/241192.168.7.0/241直达网络 Net1 的网络前缀到达网络 Net1 的费用R1 所维护的 LSIR110.1.1.110.1.1.210.1.1.910.1.1.1010.1.1.53610.1.1.610.1.1.1310.1.1.1424192.1.6.0/24192.1.1.0/24192.1.7.0/24192.1.5.0/241111R1 构造的网络拓扑R2R3R4L1E0L0 R1 的 LSI R1 的 LSI R1 的 LSI R2 的 LSI R2 的 LSI R2 的 LSI R3 的 LSI R3 的 LSI R3 的 LSI R4 的 LSI R4 的 LSI R4 的 LSI 10.1.1.1 10.1.1.1 10.1.1.1 10.1.1.2 10.1.1.2 10.1.1.2 10.1.1.5 10.1.1.5 10.1.1.5 10.1.1.6 10.1.1.6 10.1.1.6 标识路由器的 IP 地址 标识路由器的 IP 地址 标识路由器的 IP 地址 Router ID Router ID Router ID Link1 Link1 Link1 Metric Metric Metric 10.1.1.2,,,,
2014,计算机网络,真题,43,"请根据题 42 描述的网络，继续回答下列问题。 (1) 假设路由表结构如下表所示，请给出题 42 图中 R1 的路由表，要求包括到达题 42 图中子网 192.1.x.x 的路由，且路由表中的路由项尽可能少。 目的网络下一跳接口 目的网络下一跳接口 目的网络 目的网络 目的网络 (2) 当主机 192.1.1.130 向主机 192.1.7.211 发送一个 TTL=64 的 IP 分组时，R1 通过哪个接口转发该 IP 分组？主机 192.1.7.211 收到的 IP 分组 TTL 是多少？ (3) 若 R1 增加一条 Metric 为 10 的链路连接 Internet，则题 42 表中 R1 的 LSI 需要增加哪些信息？ 路由器最长前缀匹配 (1) 因为题目要求路由表中的路由项尽可能少，所以这里可以把子网 192.1.6.0/24 和 192.1.7.0/24 聚合为子网 192.1.6.0/23。其他网络照常，可得到路由表如下：（6分）目的网络下一条接口192.1.1.0/24-E0192.1.6.0/2310.1.1.2L0192.1.5.0/2410.1.1.10L1【评分说明】每正确解答一个路由项，给 2 分，共 6 分。路由项解答不完全正确，或路由项多于 3 条，可酌情给分。(2) 通过查路由表可知：R1 通过 L0 接口转发该 IP 分组。（1分）因为该分组要经过 3 个路由器（R1, R2, R4），所以主机 192.1.7.211 收到的 IP 分组的 TTL 是 64-3=61。（1分）(3) R1 的 LSI 需要增加一条特殊的直连网络，网络前缀 Prefix 为 “0.0.0.0/0”，Metric 为 10。（1分）【评分说明】考生只要回答：增加前缀 Prefix 为 “0.0.0.0/0”，Metric 为 10，同样给分。 (1) 因为题目要求路由表中的路由项尽可能少，所以这里可以把子网 192.1.6.0/24 和 192.1.7.0/24 聚合为子网 192.1.6.0/23。其他网络照常，可得到路由表如下：（6分） 【评分说明】 (2) 通过查路由表可知：R1 通过 L0 接口转发该 IP 分组。（1分）因为该分组要经过 3 个路由器（R1, R2, R4），所以主机 192.1.7.211 收到的 IP 分组的 TTL 是 64-3=61。（1分） (3) R1 的 LSI 需要增加一条特殊的直连网络，网络前缀 Prefix 为 “0.0.0.0/0”，Metric 为 10。（1分） 【评分说明】考生只要回答：增加前缀 Prefix 为 “0.0.0.0/0”，Metric 为 10，同样给分。",,,,
2014,计算机组成原理,真题,44,某程序中有如下循环代码段 P：“for (int i=0; i＜N; i++) sum += A[i];”。假设编译时变量 sum 和 i 分别分配在寄存器 R1 和 R2 中。常量 N 在寄存器 R6 中，数组 A 的首地址在寄存器 R3 中。程序段 P 起始地址为 08048100H，对应的汇编代码和机器代码如下表所示。 执行上述代码的计算机 M 采用 32 位定长指令字，其中分支指令 bne 采用如下格式： OPRsRdOFFSET312625212016150 OPRsRdOFFSET312625212016150 OFFSET OFFSET OFFSET Op 为操作码，Rs 和 Rd 为寄存器编号，OFFSET 为偏移量，用补码表示。请回答下列问题，并说明理由。 (1) M 的存储器编址单位是什么？ (2) 已知 sll 指令实现左移功能，数组 A 中每个元素占多少位？ (3) 题 44 表中 bne 指令的 OFFSET 字段的值是多少？已知 bne 指令采用相对寻址方式，当前 PC 内容为 bne 指令地址，通过分析题 44 表中指令地址和 bne 指令内容，推断出 bne 指令的转移目标地址计算公式。 (4) 若 M 采用如下“按序发射、按序完成”的 5 级指令流水线：IF（取指）、ID（译码及取数）、EXE（执行）、MEM（访存）、WB（写回寄存器），且硬件不采取任何转发措施，分支指令的执行均引起 3 个时钟周期阻塞，则 P 中那些指令的执行会由于数据相关而发生流水线阻塞？哪条指令的执行会发生控制冒险？为什么指令 1 的执行不会因为与指令 5 的数据相关而发生阻塞？ 汇编代码指令操作码指令寻址方式流水线冒险 该题涉及指令系统、存储管理以及 CPU 三个部分内容，考生应注意各章节内容之间的联系。已知计算机 M 采用 32 位定长指令字，即一条指令占 4B，观察表中各指令的地址可知，每条指令的地址差为 4 个地址单位，即 4 个地址单位代表 4B，一个地址单位就代表了 1B，所以该计算机是按字节编址的。（2 分）在二进制中某数左移两位相当于乘以 4，由该条件可知，数组间的数据间隔为 4 个地址单位，而计算机按字节编址，所以数组 A 中每个元素占 4B。（2 分）由表可知，bne 指令的机器代码为 1446 FFFAH，根据题目给出的指令格式，后 2B 的内容为 OFFSET 字段，所以该指令的 OFFSET 字段为 FFFAH，用补码表示，值为 -6（1 分）。当系统执行到 bne 指令时，PC 自动加 4，PC 的内容就为 08048118H，而跳转的目标是 08048100H，两者相差了 18H，即 24 个单位的地址间隔，所以偏移址的一位即是真实跳转地址的 -24/-6=4 位（1 分）。可知 bne 指令的转移目标地址计算公式为 (PC)+4+OFFSETx4（1 分）。由于数据相关而发生阻塞的指令为第 2、3、4、6 条，因为第 2、3、4、6 条指令都与各自前一条指令发生数据相关。（3 分）第 6 条指令会发生控制冒险。（1 分）当前循环的第五条指令与下次循环的第一条指令虽然有数据相关，但由于第 6 条指令后有 3 个时钟周期的阻塞，因而消除了该数据相关。（1 分）【评分说明】对于第 1 问，若考生回答：因为指令 1 和 2、2 和 3、3 和 4、5 和 6 发生数据相关，因而发生阻塞的指令为第 2、3、4、6 条，同样给 3 分。答对 3 个以上给 3 分，部分正确酌情给分。,,,,
2015,数据结构,真题,1,已知程序如下： intS(intn){return(n<=0)?0:S(n-1)+n;}voidmain(){cout<<S(1);} 程序运行时使用栈来保存调用过程的信息，自栈底到栈顶保存的信息依次对应的是（ ）。,,A,栈A.main()→S(1)→S(0)B.S(0)→S(1)→main()C.main()→S(0)→S(1)D.S(1)→S(0)→main()查看答案与解析收藏正确答案：A递归调用函数时，在系统栈里保存的函数信息需满足先进后出的特点，依次调用了main()，S(1)，S(0)，故栈底到栈顶的信息依次是main()，S(1)，S(O)。,
2015,数据结构,真题,2,"先序序列为 a,b,c,d 的不同二叉树的个数是（）。 入栈出栈序列卡特兰数",,B,"入栈出栈序列卡特兰数A.13B.14C.15D.16查看答案与解析收藏正确答案：B本题考察卡特兰数。根据二叉树前序遍历和中序遍历的递归算法中递归工作栈的状态变化得出：前序序列和中序序列的关系相当于以前序序列为入栈次序，以中序序列为出栈次序。因为前序序列和中序序列可以唯一地确定一棵二叉树，所以题意相当千“以序列 a, b, c, d 为入栈次序，则出栈序列的个数为多少“，对于 n 个不同元素进栈，出栈序列的个数n+11​C2nn​=14。",
2015,数据结构,真题,3,下列选项给出的是从根分别到达两个叶结点路径上的权值序列，能属于同一棵哈夫曼树的是（ ）。 哈夫曼树,,D,"哈夫曼树A.24, 10, 5 和 24, 10, 7B.24, 10, 5 和 24, 12, 7C.24, 10, 10 和 24, 14, 11D.24, 10, 5 和 24, 14, 6查看答案与解析收藏正确答案：D在哈夫曼树中，左右孩子权值之和为父结点权值。仅以分析选项 A 为例：若两个 10 分别属于两棵不同的子树，根的权值不等于其孩子的权值和，不符；若两个 10 属于同棵子树，其权值不等千其两个孩子（叶结点）的权值和，不符。B、C 选项的排除方法一样。",
2015,数据结构,真题,4,现有一棵无重复关键字的平衡二叉树（AVL 树），对其进行中序遍历可得到一个降序序列。下列关于该平衡二叉树的叙述中，正确的是（ ）。 平衡二叉树,,D,平衡二叉树A.根结点的度一定为 2B.树中最小元素一定是叶结点C.最后插入的元素一定是叶结点D.树中最大元素一定是无左子树查看答案与解析收藏正确答案：D只有两个结点的平衡二叉树的根结点的度为 1，A 错误。中序遍历后可以得到一个降序序列，树中最大元素一定无左子树（可能有右子树），因此不一定是叶结点，B 错误。最后插入的结点可能会导致平衡调整，而不一定是叶结点，C 错误。,
2015,数据结构,真题,5,"设有向图 G=(V,E)，顶点集 V={v0​,v1​,v2​,v3​}，边集 E={<v0​,v1​>，<v0​,v2​>，<v0​,v3​>，<v1​,v3​>}。若从顶点v0​开始对图进行深度优先遍历，则可能得到的不同遍历序列个数是（）。 图的遍历 画出该有向图图形如下： 0123 0123 采用图的深度优先遍历，共 5 种可能： <v0​,v1​,v3​,v2​>, <v0​,v2​,v3​,v1​>, <v0​,v2​, vi,v3​>, <v0​,v3​,v2​,v1​>, <v0​,v3​,v1​,v2​>, 选 D。",,D,"图的遍历A.2B.3C.4D.5查看答案与解析收藏正确答案：D画出该有向图图形如下：0123采用图的深度优先遍历，共 5 种可能： <v0​,v1​,v3​,v2​>, <v0​,v2​,v3​,v1​>, <v0​,v2​, vi,v3​>, <v0​,v3​,v2​,v1​>, <v0​,v3​,v1​,v2​>, 选 D。",
2015,数据结构,真题,6,求下面带权图的最小（代价）生成树时，可能是克鲁斯卡（Kruskal）算法第 2 次选中但不是普里姆（Prim）算法（从 V4 开始）第 2 次选中的边是（）。 最小生成树,,C,"最小生成树A.(V1​,V3​)B.(V1​,V4​)C.(V2​,V3​)D.(V3​,V4​)查看答案与解析收藏正确答案：CV4​开始，kruskal 算法选中的第一条边一定是权值最小的 (V1​,V4​), B 错误。由于V1​和V4​已经可达，第二条边含有V1​和V4​的权值为 8 的一定符合prim 算法，排除 A、D。",data\images\2015_DS_06_1.svg
2015,数据结构,真题,7,下列选项中，不能构成折半查找中关键字比较序列的是（）。 数组查找 画出查找路径图，因为折半查找的判定树是一棵二叉排序树，看其是否满足二叉排序树的要求。 500200450180500450200180180500200450180200500450 500200450180500450200180180500200450180200500450,,A,"数组查找A.500,200,450,180B.500,450,200,180C.180,500,200,450D.180,200,500,450查看答案与解析收藏正确答案：A画出查找路径图，因为折半查找的判定树是一棵二叉排序树，看其是否满足二叉排序树的要求。500200450180500450200180180500200450180200500450显然，选项 A 的查找路径不满足。",
2015,数据结构,真题,8,"已知字符串s为 “abaabaabacacaabaabcc”，模式串t为 “abaabc”。采用 KMP 算法进行匹配，第一次出现“失配”（s[i]≠t[j]）时，i = j = 5，则下次开始匹配时，i和j的值分别是（ ）。 KMP算法 由题中失配s[i] ≠ s[j]时，i = j = 5"",可知题中的主串和模式串 的位序都是从 0 开始的（要注意灵活应变）。按照next数组生成算法，对于t有： 依据KMP 算法“当失配时，i不变，j回退到next[j]的位置并重新比较”，当失配s[i] ≠ s[j]时，i=j=5,由上表不难得出next[j]=next[5]=2（位序从 0 开始）。从而最后结果应为i=5（i保持不变），j=2。",,C,"KMP算法A.i = 1, j = 0B.i = 5, j = 0C.i = 5, j = 2D.i = 6, j = 2查看答案与解析收藏正确答案：C由题中失配s[i] ≠ s[j]时，i = j = 5"",可知题中的主串和模式串 的位序都是从 0 开始的（要注意灵活应变）。按照next数组生成算法，对于t有：编号012345tabaabbnext-100112依据KMP 算法“当失配时，i不变，j回退到next[j]的位置并重新比较”，当失配s[i] ≠ s[j]时，i=j=5,由上表不难得出next[j]=next[5]=2（位序从 0 开始）。从而最后结果应为i=5（i保持不变），j=2。",
2015,数据结构,真题,9,下列排序算法中，元素的移动次数与关键字的初始排列次序无关的是（）。 排序算法基数排序,,C,排序算法基数排序A.直接插入排序B.起泡排序C.基数排序D.快速排序查看答案与解析收藏正确答案：C基数排序的元素移动次数与关键字的初始排列次序无关，而其他三种排序都是与关键字的初始排列明显相关的。,
2015,数据结构,真题,10,"已知小根堆为 8,15,10,21,34,16,12，删除关键字 8 之后需重建堆，在此过程中，关键字之间的比较次数是（）。 堆的概念 删除 8 后，将 12 移动到堆顶，第一 次是 15 和 10 比较，第二次是 10 和 12 比较并交换，第三次还需比较 12 和 16, 故比较次数为 3 次。 8151021341612121510213416101512213416 8151021341612121510213416101512213416",,C,"堆的概念A.1B.2C.3D.4查看答案与解析收藏正确答案：C删除 8 后，将 12 移动到堆顶，第一 次是 15 和 10 比较，第二次是 10 和 12 比较并交换，第三次还需比较 12 和 16, 故比较次数为 3 次。8151021341612121510213416101512213416",
2015,数据结构,真题,11,希尔排序的组内排序采用的是（）。 排序算法希尔排序,,A,排序算法希尔排序A.直接插入排序B.折半插入排序C.快速排序D.归并排序查看答案与解析收藏正确答案：A希尔排序的思想是：先将待排元素序列分割成若干子序列（由相隔某个“增量”的元素组成），分别进行直接插入排序，然后依次缩减增量再进行排序，待整个序列中的元素基本有序（增量足够小）时，再对全体元素进行一次直接插入排序。,
2015,计算机组成原理,真题,12,计算机硬件能够直接执行的语言是（ ）。 I. 机器语言程序 II. 汇编语言程序 III. 硬件描述语言程序 计算机体系结构,,A,计算机体系结构A.仅 IB.仅 I、IIC.仅 I、IIID.I、II、III查看答案与解析收藏正确答案：A硬件能直接执行的只能是机器语言（二进制编码），汇编语言是为了增强机器语言的可读性和记忆性的语言，经过汇编后才能被执行。,
2015,计算机组成原理,真题,13,由 3 个“1”和 5 个“0”组成的 8 位二进制补码，能表示的最小整数（ ）。,"A.-126B.-125C.-32D.-3查看答案与解析收藏正确答案：B使用补码表示整数时，负数的符号位为 1, 数值位按位取反，末位加 1, 因此剩下的 2 个 1 在最低位时，表示的是最小整数，为 10000011, 转换成真值为 -125。",B,"A.-126B.-125C.-32D.-3查看答案与解析收藏正确答案：B使用补码表示整数时，负数的符号位为 1, 数值位按位取反，末位加 1, 因此剩下的 2 个 1 在最低位时，表示的是最小整数，为 10000011, 转换成真值为 -125。",
2015,计算机组成原理,真题,14,下列有关浮点数加减运算的叙述中，正确的是（ ）。 Ⅰ. 对阶操作不会引起阶码上溢或下溢 Ⅱ. 右规和尾数舍入都可能引起阶码上溢 Ⅲ. 左规时可能引起阶码下溢 Ⅳ. 尾数溢出时结果不一定溢出 浮点数加减,,D,浮点数加减A.仅Ⅱ、ⅢB.仅Ⅰ、Ⅱ、ⅣC.仅Ⅰ、Ⅲ、ⅣD.Ⅰ、Ⅱ、Ⅲ、Ⅳ查看答案与解析收藏正确答案：D参考浮点数加减，对阶是较小的阶码对齐至较 大的阶码，I 正确。右规和尾数舍入过程，阶码加 1 而可能上溢，II 正确，同理 III 也正确。尾数溢出时可能仅产生误差，结果不一定溢出，IV 正确。,
2015,计算机组成原理,真题,15,假定主存地址位数为 32 位，按字节编址，主存和 Cache 之间采用直接映射方式，主存块大小为 4 个字，每字 32 位，写操作时采用回写 (Write Back) 方式，则能存放 4K 字数据的 Cache 的总容量的位数至少是（ ）。 cache映射方式cache写策略 直接映射的地址结构为： 主存字块标记 | 行号 | 块内地址 主存块大小为 4 个字，每字 32 位，因此块大小为：4×32bit=128bit=16B。计算机按字节编址，故块内地址占log2​(16)=4位。 Cache 可存放 4K 字数据，块大小为 4 字，因此 Cache 行数为：4K/4=1K=1024，行号占log2​(1024)=10位。 主存地址位数为 32 位，块内地址占 4 位，行号占 10 位，因此主存字块标记占32−4−10=18位。 写操作采用回写（Write Back）方式，每行标记字段包括：18 位主存字块标记、1 位有效位、1 位脏位，合计18+1+1=20位。 每行数据部分大小为 4 字 × 32 位 = 128 位。 Cache 总容量为： (20+128)×1024=148×1024位=148Kb,,C,cache映射方式cache写策略A.146KB.147KC.148KD.158K查看答案与解析收藏正确答案：C直接映射的地址结构为：主存字块标记 | 行号 | 块内地址主存块大小为 4 个字，每字 32 位，因此块大小为：4×32bit=128bit=16B。计算机按字节编址，故块内地址占log2​(16)=4位。Cache 可存放 4K 字数据，块大小为 4 字，因此 Cache 行数为：4K/4=1K=1024，行号占log2​(1024)=10位。主存地址位数为 32 位，块内地址占 4 位，行号占 10 位，因此主存字块标记占32−4−10=18位。写操作采用回写（Write Back）方式，每行标记字段包括：18 位主存字块标记、1 位有效位、1 位脏位，合计18+1+1=20位。每行数据部分大小为 4 字 × 32 位 = 128 位。Cache 总容量为：(20+128)×1024=148×1024位=148Kb,
2015,计算机组成原理,真题,16,"假定编译器将赋值语句 “x=x+3;” 转换为指令 “add xaddr, 3”，其中xaddr是x对应的存储单元地址。若执行该指令的计算机采用页式虚拟存储管理方式，并配有相应的 TLB，且 Cache 使用直写（Write Through）方式，则完成该指令功能需要访问主存的次数至少是（ ）。 cache写策略TLB",,B,cache写策略TLBA.0B.1C.2D.3查看答案与解析收藏正确答案：B上述指令的执行过程可划分为取数、运算和写回过程，取数时读取 xaddr 可能不需要访问主存而直接访问 Cache，而直写法需要把数据同时写入 Cache 和主存，因此至少访问 1 次。,
2015,计算机组成原理,真题,17,下列存储器中，在工作期间需要刷新的是（ ）。 存储器概念 DRAM 芯片使用电容存储，所以必须隔一段时间刷新一次，如果存储单元没有被刷新，存储的信息就会丢失。SDRAM 表示同步动态随机存储器。,B 选项 SDRAM 中 S 的意思是 synchronized 的，意思是同步 DRAM。,B,存储器概念A.SRAMB.SDRAMC.ROMD.FLASH查看答案与解析收藏正确答案：BDRAM 芯片使用电容存储，所以必须隔一段时间刷新一次，如果存储单元没有被刷新，存储的信息就会丢失。SDRAM 表示同步动态随机存储器。B 选项 SDRAM 中 S 的意思是 synchronized 的，意思是同步 DRAM。,
2015,计算机组成原理,真题,18,"某计算机使用 4 体交叉编址存储器，假定在存储器总线上出现的主存地址（十进制）序列为 8005，8006，8007，8008，8001，8002，8003，8004，8000，则可能发生访存冲突的地址对是（ ）。 主存容量的扩展 本题考察多体交叉存储器，每个访存地址对应的存储模块序号 (0, 1, 2, 3) 如下所示： 访存地址模块序号800580068007800880018002800380048000123012300 访存地址模块序号800580068007800880018002800380048000123012300 访存地址 访存地址 访存地址 模块序号 模块序号 模块序号 8005 8005 8005 8006 8006 8006 8007 8007 8007 8008 8008 8008 8001 8001 8001 8002 8002 8002 8003 8003 8003 8004 8004 8004 8000 8000 8000",,D,"主存容量的扩展A.8004 和 8008B.8002 和 8007C.8001 和 8008D.8000 和 8004查看答案与解析收藏正确答案：D本题考察多体交叉存储器，每个访存地址对应的存储模块序号 (0, 1, 2, 3) 如下所示：访存地址模块序号800580068007800880018002800380048000123012300其中，模块序号 = 访存地址 % 存储器交叉模块数。判断可能发生访存冲突的规则是：给定的访存地址在相邻的四次访问中出现在同一个存储模块内。据此，根据上表可知 8004 和 8000 对应的模块号都为 0，即表明这两次的访问出现在同一模块内且在相邻的访问请求中，满足发生冲突的条件。",
2015,计算机组成原理,真题,19,下列有关总线定时的叙述中，错误的是（ ）。 总线定时,,C,总线定时A.异步通信方式中，全互锁协议最慢B.异步通信方式中，非互锁协议的可靠性最差C.同步通信方式中，同步时钟信号可由各设备提供D.半同步通信方式中，握手信号的采样由同步时钟控制查看答案与解析收藏正确答案：C在同步通信方式中，系统采用一个统一的时钟信号，而不是由各设备提供，否则没法实现统一的时钟。,
2015,计算机组成原理,真题,20,若磁盘转速为 7200rpm，平均寻道时间为 8ms，每个磁道包含 1000 个扇区，则访问一个扇区的平均存取时间大约是（ ）。 磁盘性能指标,,B,磁盘性能指标A.8.1msB.12.2msC.16.3msD.20.5ms查看答案与解析收藏正确答案：B存取时间= 寻道时间 + 延迟时间 + 传输时间。存取一个扇区的平均延迟时间为旋转半周的时间，即为 (60/7200)/2=4.17ms，传输时间为 (60/7200)/1000=0.01ms，因此访问一个扇区的平均存取时间为 4.17+0.01+8=12.18ms，保留一位小数则为 12.2ms。,
2015,计算机组成原理,真题,21,在采用中断 I/O 方式控制打印输出的情况下，CPU 和打印控制接口中的 I/O 端口之间交换的信息不可能是（ ）。 中断IO 在程序中断方式中，CPU 和打印控制接口（I/O 端口）之间常见的交互信息包括： 所以 B 选项错误，主存地址属于内存地址空间，而不是 I/O 端口和控制接口之间直接交换的信息。 在中断 I/O 方式中： 因此，中断 I/O方式下不会在 CPU 和设备控制器之间交换主存地址。,,B,中断IOA.打印字符B.主存地址C.设备状态D.控制命令查看答案与解析收藏正确答案：B在程序中断方式中，CPU 和打印控制接口（I/O 端口）之间常见的交互信息包括：A. 打印字符：✅CPU 通过 I/O 端口向打印机发送要打印的字符数据。C. 设备状态：✅CPU 可以从设备读取其状态（如“忙碌”、“准备好”、“出错”等），判断是否可以继续发送数据。D. 控制命令：✅CPU 可以向设备发送控制命令（如“启动打印”、“复位”等）控制设备的行为。所以 B 选项错误，主存地址属于内存地址空间，而不是 I/O 端口和控制接口之间直接交换的信息。在中断 I/O 方式中：数据是由 CPU 从内存中取出，然后通过 I/O 指令送到 I/O 端口；并不是由 CPU 告诉 I/O 接口一个内存地址，让设备自己去内存取数据（那是 DMA 的行为）。因此，中断 I/O方式下不会在 CPU 和设备控制器之间交换主存地址。,
2015,计算机组成原理,真题,22,内部异常（内中断）可分为故障（fault）、陷阱（trap）和终止（abort）三类。下列有关内部异常的叙述中，错误的是（ ）。 异常和中断,,D,异常和中断A.内部异常的产生与当前执行指令相关B.内部异常的检测由 CPU 内部逻辑实现C.内部异常的响应发生在指令执行过程中D.内部异常处理后返回到发生异常的指令继续执行查看答案与解析收藏正确答案：D参考中断和异常的区别，内中断是指来自 CPU 和内存内部产生的中断，包括程序运算引起的各种错误，如地址非法、校验错、页面失效、非法指令、用户程序执行特权指令自行中断（INT）和除数为零等，以上中断都在指令的执行过程中产生的，故 A 正确。这种检测异常的工作肯定是由 CPU（包括控制器和运算器）实现的，故 B 正确。内中断不能被屏蔽，一旦出现应立即处理，C 正确。对于 D，考虑到特殊情况，如除数为零和自行中断（INT）都会自动跳过中断指令，所以不会返回到发生异常的指令继续执行，故错误。,
2015,操作系统,真题,23,处理外部中断时，应该由操作系统保存的是（ ）。 寄存器类型中断IO,,B,寄存器类型中断IOA.程序计数器（PC）的内容B.通用寄存器的内容C.块表（TLB）中的内容D.Cache 中的内容查看答案与解析收藏正确答案：B外部中断处理过程中，PC 值由中断隐指令自动保存，而通用寄存器 内容由操作系统保存。,
